name,kind,first_reference,source,english_equivalent,source_form,greek_form,name_meaning,equivalent_source,equivalent_confidence,footnote
Babylon,place,Matthew 1:11,nt,Babylon,Babylon,βαβυλωνος,same as Babel,UKJV same-reference name-order alignment,aligned,Place-name meaning: Babylon — same as Babel. Source form: Babylon. Greek form: βαβυλωνος. Equivalent source: UKJV same-reference name-order alignment.
Salathiel,transliterated_form,Matthew 1:12,nt,Shealtiel,Salathiel,σαλαθιηλ,same as Salathiel,manual/standard English equivalent,manual,Standard English equivalent: Shealtiel. Source form: Salathiel. Greek form: σαλαθιηλ. Name meaning: same as Salathiel. Equivalent source: manual/standard English equivalent.
Zorobabel,transliterated_form,Matthew 1:12,nt,Zerubbabel,Zorobabel,ζοροβαβελ,a stranger at Babylon; dispersion of confusion,manual/standard English equivalent,manual,Standard English equivalent: Zerubbabel. Source form: Zorobabel. Greek form: ζοροβαβελ. Name meaning: a stranger at Babylon; dispersion of confusion. Equivalent source: manual/standard English equivalent.
Abiud,transliterated_form,Matthew 1:13,nt,Abiud,Abiud,αβιουδ,father of praise,manual/standard English equivalent,manual,Standard English equivalent: Abiud. Source form: Abiud. Greek form: αβιουδ. Name meaning: father of praise. Equivalent source: manual/standard English equivalent.
Eliakim,person,Matthew 1:13,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Azor,person,Matthew 1:13,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Achim,person,Matthew 1:14,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Eliud,transliterated_form,Matthew 1:14,nt,Eliud,Eliud,ελιουδ,God is my praise,manual/standard English equivalent,manual,Standard English equivalent: Eliud. Source form: Eliud. Greek form: ελιουδ. Name meaning: God is my praise. Equivalent source: manual/standard English equivalent.
Eleazar,person,Matthew 1:15,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Matthan,person,Matthew 1:15,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Bethlehem,place,Matthew 2:1,nt,Bethlehem,Bethlehem,βηθλεεμ,house of bread,manual/standard English equivalent,manual,Place-name meaning: Bethlehem — house of bread. Source form: Bethlehem. Greek form: βηθλεεμ. Equivalent source: manual/standard English equivalent.
Judaea,transliterated_form,Matthew 2:1,nt,Judea,Judaea,ιουδαιας,land of Judah,manual/standard English equivalent,manual,Standard English equivalent: Judea. Source form: Judaea. Greek form: ιουδαιας. Name meaning: land of Judah. Equivalent source: manual/standard English equivalent.
Jerusalem,place,Matthew 2:1,nt,Jerusalem,Jerusalem,ιεροσολυμα,vision of peace,UKJV same-reference name-order alignment,aligned,Place-name meaning: Jerusalem — vision of peace. Source form: Jerusalem. Greek form: ιεροσολυμα. Equivalent source: UKJV same-reference name-order alignment.
Jews,people_group,Matthew 2:2,nt,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Juda,transliterated_form,Matthew 2:6,nt,Judah,Juda,ιουδα,Praise,manual/standard English equivalent,manual,"UKJV form: Juda. Standard English equivalent: Judah in land, tribe, and genealogy contexts; Mark 6:3 uses the same Greek form for Jesus' brother, normally rendered Judas or Jude. Source form: Juda. Greek form: ιουδα. Name meaning: Praise. Equivalent source: UKJV form plus manual context review."
Jeremy,transliterated_form,Matthew 2:17,nt,Jeremiah,Jeremy,ιερεμιου,Yahweh exalts; Yahweh throws,manual/standard English equivalent,manual,Standard English equivalent: Jeremiah. Source form: Jeremy. Greek form: ιερεμιου. Name meaning: Yahweh exalts; Yahweh throws. Equivalent source: manual/standard English equivalent.
Rama,transliterated_form,Matthew 2:18,nt,Ramah,Rama,ραμα,same as Ram,manual/standard English equivalent,manual,Standard English equivalent: Ramah. Source form: Rama. Greek form: ραμα. Name meaning: same as Ram. Equivalent source: manual/standard English equivalent.
Archelaus,person,Matthew 2:22,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Galilee,place,Matthew 2:22,nt,Galilee,Galilee,γαλιλαιας,wheel; revolution,UKJV same-reference name-order alignment,aligned,Place-name meaning: Galilee — wheel; revolution. Source form: Galilee. Greek form: γαλιλαιας. Equivalent source: UKJV same-reference name-order alignment.
Nazareth,place,Matthew 2:23,nt,Nazareth,Nazareth,ναζαρεθ,separated; crowned; sanctified,UKJV same-reference name-order alignment,aligned,Place-name meaning: Nazareth — separated; crowned; sanctified. Source form: Nazareth. Greek form: ναζαρεθ. Equivalent source: UKJV same-reference name-order alignment.
Jordan,place,Matthew 3:5,nt,Jordan,Jordan,ιορδανου,the river of judgment,UKJV same-reference name-order alignment,aligned,Place-name meaning: Jordan — the river of judgment. Source form: Jordan. Greek form: ιορδανου. Equivalent source: UKJV same-reference name-order alignment.
Pharisees,people_group,Matthew 3:7,nt,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Sadducees,people_group,Matthew 3:7,nt,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Satan,supernatural_being,Matthew 4:10,nt,,,,,,,Source text carries this as a divine or supernatural name/title; retained as a proper noun.
Capernaum,place,Matthew 4:13,nt,Capernaum,Capernaum,καπερναουμ,the field of repentance; city of comfort,UKJV same-reference name-order alignment,aligned,Place-name meaning: Capernaum — the field of repentance; city of comfort. Source form: Capernaum. Greek form: καπερναουμ. Equivalent source: UKJV same-reference name-order alignment.
Gentiles,people_group,Matthew 4:15,nt,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Simon,person,Matthew 4:18,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Zebedee,person,Matthew 4:21,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Syria,place,Matthew 4:24,nt,Syria,Syria,συριαν,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Place-name meaning: Syria — meaning uncertain/not securely attested in the consulted name dictionaries. Source form: Syria. Greek form: συριαν. Equivalent source: UKJV same-reference name-order alignment.
Decapolis,place,Matthew 4:25,nt,Decapoli,Decapolis,δεκαπολεως,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Place-name meaning: Decapoli — meaning uncertain/not securely attested in the consulted name dictionaries. Standard English equivalent: Decapoli. Source form: Decapolis. Greek form: δεκαπολεως. Equivalent source: UKJV same-reference name-order alignment.
Alphaeus,person,Matthew 10:3,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Thaddaeus,person,Matthew 10:3,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Canaanite,people_group,Matthew 10:4,nt,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Samaritans,people_group,Matthew 10:5,nt,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Sodom,place,Matthew 10:15,nt,Sodom,Sodom,σοδομων,their secret; their cement,UKJV same-reference name-order alignment,aligned,Place-name meaning: Sodom — their secret; their cement. Source form: Sodom. Greek form: σοδομων. Equivalent source: UKJV same-reference name-order alignment.
Gomorrha,transliterated_form,Matthew 10:15,nt,Gomorrah,Gomorrha,γομορρων,rebellious people,manual/standard English equivalent,manual,Standard English equivalent: Gomorrah. Source form: Gomorrha. Greek form: γομορρων. Name meaning: rebellious people. Equivalent source: manual/standard English equivalent.
Chorazin,place,Matthew 11:21,nt,Chorazin,Chorazin,χοραζιν,the secret; here is a mystery,UKJV same-reference name-order alignment,aligned,Place-name meaning: Chorazin — the secret; here is a mystery. Source form: Chorazin. Greek form: χοραζιν. Equivalent source: UKJV same-reference name-order alignment.
Bethsaida,place,Matthew 11:21,nt,Bethsaida,Bethsaida,βηθσαιδα,"house of fruits, or of food, or of snares",UKJV same-reference name-order alignment,aligned,"Place-name meaning: Bethsaida — house of fruits, or of food, or of snares. Source form: Bethsaida. Greek form: βηθσαιδα. Equivalent source: UKJV same-reference name-order alignment."
Tyre,place,Matthew 11:21,nt,Tyre,Tyre,τυρω,"Tyrus, strength; rock; sharp",UKJV same-reference name-order alignment,aligned,"Place-name meaning: Tyre — Tyrus, strength; rock; sharp. Source form: Tyre. Greek form: τυρω. Equivalent source: UKJV same-reference name-order alignment."
Nineveh,place,Matthew 12:41,nt,Nineveh,Nineveh,νινευιται,handsome; agreeable,UKJV same-reference name-order alignment,aligned,Place-name meaning: Nineveh — handsome; agreeable. Source form: Nineveh. Greek form: νινευιται. Equivalent source: UKJV same-reference name-order alignment.
Sir,person,Matthew 13:27,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Joses,person,Matthew 13:55,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Gennesaret,place,Matthew 14:34,nt,Gennesaret,Gennesaret,γεννησαρετ,garden of the prince,UKJV same-reference name-order alignment,aligned,Place-name meaning: Gennesaret — garden of the prince. Source form: Gennesaret. Greek form: γεννησαρετ. Equivalent source: UKJV same-reference name-order alignment.
Caesarea,place,Matthew 16:13,nt,Caesarea,Caesarea,καισαρειας,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Place-name meaning: Caesarea — meaning uncertain/not securely attested in the consulted name dictionaries. Source form: Caesarea. Greek form: καισαρειας. Equivalent source: UKJV same-reference name-order alignment.
Philippi,place,Matthew 16:13,nt,Philippi,Philippi,φιλιππου,"same as Philip, in the plural",UKJV same-reference name-order alignment,aligned,"Place-name meaning: Philippi — same as Philip, in the plural. Source form: Philippi. Greek form: φιλιππου. Equivalent source: UKJV same-reference name-order alignment."
Jericho,place,Matthew 20:29,nt,Jericho,Jericho,ιεριχω,his moon; his month; his sweet smell,UKJV same-reference name-order alignment,aligned,Place-name meaning: Jericho — his moon; his month; his sweet smell. Source form: Jericho. Greek form: ιεριχω. Equivalent source: UKJV same-reference name-order alignment.
Bethphage,place,Matthew 21:1,nt,Bethphage,Bethphage,βηθφαγη,"house of my month, or of early figs",UKJV same-reference name-order alignment,aligned,"Place-name meaning: Bethphage — house of my month, or of early figs. Source form: Bethphage. Greek form: βηθφαγη. Equivalent source: UKJV same-reference name-order alignment."
Sion,transliterated_form,Matthew 21:5,nt,Zion,Sion,σιων,monument; raised up; sepulcher,manual/standard English equivalent,manual,Standard English equivalent: Zion. Source form: Sion. Greek form: σιων. Name meaning: monument; raised up; sepulcher. Equivalent source: manual/standard English equivalent.
Bethany,place,Matthew 21:17,nt,Bethany,Bethany,βηθανιαν,the house of song; the house of affliction,UKJV same-reference name-order alignment,aligned,Place-name meaning: Bethany — the house of song; the house of affliction. Source form: Bethany. Greek form: βηθανιαν. Equivalent source: UKJV same-reference name-order alignment.
Herodians,people_group,Matthew 22:16,nt,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Caesar,person,Matthew 22:17,nt,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
